LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalStmtDeleted,MaxChurn,AvgChurn,HasFixHistory,Buggy
0.054217,0.047619,0.010638,0.066667,0.007937,0.177419,0,0,0,0,0,0,0,no
0.033133,0.047619,0.010638,0.066667,0,0.032258,0.074074,0.083333,0,0.014201,0.047414,0.025862,0,no
0.036145,0.047619,0.010638,0.066667,0,0.048387,0.074074,0.083333,0,0.014201,0.047414,0.025862,0,no
0.048193,0.047619,0.021277,0.133333,0,0.048387,0.037037,0.041667,0.017978,0,0.068966,0.068966,0,no
0.036145,0.095238,0.010638,0.066667,0,0.032258,0.055556,0.041667,0.015169,0.001775,0.064655,0.043103,0,no
0.048193,0.047619,0.021277,0.133333,0,0.048387,0.037037,0.041667,0.017978,0,0.068966,0.068966,0,no
0.027108,0.047619,0.010638,0.066667,0,0.048387,0.037037,0.083333,0.001124,0.001183,0.008621,0.008621,0,no
0.057229,0.047619,0.031915,0.2,0,0.096774,0.185185,0.25,0.044944,0.002367,0.081897,0.036207,1,no
0.042169,0.047619,0.010638,0.066667,0,0.032258,0.074074,0.166667,0.031461,0,0.060345,0.060345,1,no
0.027108,0.047619,0.010638,0.066667,0,0.016129,0.074074,0.166667,0.020225,0,0.038793,0.038793,1,no
0.027108,0,0.010638,0.066667,0,0.064516,0.074074,0.166667,0.020225,0,0.038793,0.038793,1,no
0.051205,0.047619,0.031915,0.133333,0,0.048387,0.074074,0.166667,0.038202,0,0.073276,0.073276,1,no
0.039157,0.047619,0.021277,0.066667,0,0.048387,0.074074,0.166667,0.029213,0,0.056034,0.056034,1,no
0.03012,0.047619,0.010638,0.066667,0.007937,0.048387,0.074074,0.166667,0.022472,0,0.043103,0.043103,1,no
0.03012,0.095238,0.010638,0.066667,0.015873,0.048387,0.074074,0.166667,0.022472,0,0.043103,0.043103,1,no
0.060241,0.095238,0.042553,0.2,0,0.016129,0.074074,0.166667,0.044944,0,0.086207,0.086207,1,no
0.039157,0.047619,0.010638,0.066667,0,0.032258,0.092593,0.166667,0.028652,0.004734,0.073276,0.050862,0,no
0.066265,0.047619,0.021277,0.066667,0,0.096774,0.111111,0.208333,0.050562,0.001183,0.094828,0.066092,1,no
0.11747,0.095238,0.085106,0.333333,0,0.290323,0.037037,0.083333,0.04382,0,0.168103,0.168103,0,no
0.018072,0.095238,0.010638,0.066667,0,0.032258,0.074074,0.166667,0.013483,0,0.025862,0.025862,1,no
0.027108,0.095238,0.010638,0.066667,0.007937,0.032258,0.074074,0.166667,0.020225,0,0.038793,0.038793,1,no
0.063253,0.047619,0.021277,0.066667,0,0.096774,0.111111,0.208333,0.048315,0.001183,0.090517,0.063218,1,no
0.11747,0.095238,0.085106,0.333333,0,0.290323,0.037037,0.083333,0.04382,0,0.168103,0.168103,0,no
0.039157,0.095238,0.021277,0.066667,0.007937,0.048387,0.074074,0.166667,0.029213,0,0.056034,0.056034,1,no
0.01506,0.047619,0.010638,0.066667,0,0.016129,0.018519,0.041667,0.002809,0,0.021552,0.021552,1,no
0.033133,0.047619,0.021277,0.133333,0,0.032258,0.018519,0.041667,0.00618,0,0.047414,0.047414,1,no
0.051205,0.047619,0.010638,0.066667,0,0.080645,0.074074,0.125,0.011236,0.001775,0.077586,0.024784,1,no
0.039157,0.047619,0,0.066667,0,0.064516,0.148148,0.208333,0.031461,0.002367,0.056034,0.032328,1,no
0.042169,0.047619,0.010638,0.066667,0,0.048387,0.148148,0.208333,0.040449,0.004734,0.077586,0.043103,1,no
0.054217,0.047619,0.010638,0.066667,0,0.048387,0.055556,0.083333,0.030337,0,0.077586,0.077586,0,no
0.042169,0.047619,0.010638,0.066667,0,0.064516,0.055556,0.083333,0.023596,0,0.060345,0.060345,0,no
0.048193,0.047619,0.021277,0.133333,0,0.096774,0.148148,0.208333,0.042697,0.00355,0.081897,0.044181,1,no
0.03012,0.095238,0.021277,0.133333,0,0.064516,0.074074,0.166667,0.022472,0,0.043103,0.043103,1,no
0.03012,0.095238,0.021277,0.133333,0,0.064516,0.074074,0.166667,0.022472,0,0.043103,0.043103,1,no
0.057229,0.047619,0.010638,0.066667,0,0.096774,0.388889,0.416667,0.061798,0.014201,0.107759,0.027504,1,no
0.033133,0.095238,0.021277,0.133333,0,0.032258,0.055556,0.125,0.018539,0,0.047414,0.047414,0,no
0.03012,0.047619,0.010638,0.066667,0,0.032258,0.12963,0.25,0.019101,0,0.025862,0.020936,1,no
0.051205,0.047619,0.010638,0.066667,0.007937,0.096774,0.055556,0.125,0.028652,0,0.073276,0.073276,0,no
0.078313,0.047619,0.042553,0.133333,0,0.112903,0.148148,0.208333,0.060674,0.002367,0.112069,0.060345,1,no
0.057229,0.047619,0.010638,0.066667,0.007937,0.112903,0.055556,0.125,0.032022,0,0.081897,0.081897,0,no
0.045181,0.047619,0.010638,0.066667,0,0.064516,0.148148,0.208333,0.042697,0.004734,0.081897,0.045259,1,no
0.045181,0.047619,0.010638,0.066667,0,0.048387,0.240741,0.375,0.045506,0.007692,0.081897,0.031167,1,no
0.033133,0.047619,0.021277,0.133333,0.015873,0.048387,0.074074,0.166667,0.024719,0,0.047414,0.047414,1,no
0.045181,0.047619,0.010638,0.066667,0,0.048387,0.037037,0.083333,0,0.00355,0.012931,0.012931,0,no
0.042169,0.047619,0.010638,0.066667,0,0.048387,0.037037,0.083333,0,0.00355,0.012931,0.012931,0,no
0.021084,0.047619,0.010638,0.066667,0,0.016129,0,0,0,0,0,0,0,no
0.039157,0.047619,0.010638,0.066667,0,0.048387,0.148148,0.208333,0.031461,0.002367,0.056034,0.032328,1,no
0.051205,0,0.021277,0.133333,0,0.032258,0.074074,0.166667,0.038202,0,0.073276,0.073276,1,no
0.042169,0.047619,0.010638,0.066667,0,0.048387,0.148148,0.208333,0.033708,0.002367,0.060345,0.034483,1,no
0.024096,0.047619,0.010638,0.066667,0.007937,0.048387,0.074074,0.166667,0.017978,0,0.034483,0.034483,1,no
0.051205,0,0.031915,0.2,0.007937,0.048387,0.074074,0.166667,0.038202,0,0.073276,0.073276,1,no
