Key,CreationDate,ResolutionDate,OpeningVersionIndex,OpeningVersionName,FixedVersionIndex,FixedVersionName,InjectedVersionIndex,InjectedVersionName,AffectedVersionIndices,AffectedVersionNames,NumAssociatedCommits
STORM-454,2014-08-13,2014-08-29,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,1
STORM-447,2014-08-08,2014-08-29,4,0.9.3,4,0.9.3,4,0.9.3,,,1
STORM-424,2014-07-25,2014-08-29,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,1
STORM-356,2014-06-17,2014-08-29,3,0.9.2-incubating,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,1
STORM-341,2014-06-05,2014-08-29,3,0.9.2-incubating,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,3
STORM-330,2014-05-21,2014-08-29,3,0.9.2-incubating,4,0.9.3,2,0.9.1-incubating,2,0.9.1-incubating,1
STORM-475,2014-08-26,2014-09-04,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,3
STORM-479,2014-08-28,2014-09-05,4,0.9.3,4,0.9.3,4,0.9.3,7,0.10.0,2
STORM-460,2014-08-17,2014-09-05,4,0.9.3,4,0.9.3,4,0.9.3,7,0.10.0,1
STORM-282,2014-04-11,2014-09-10,3,0.9.2-incubating,4,0.9.3,3,0.9.2-incubating,,,0
STORM-384,2014-07-02,2014-09-18,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,0
STORM-500,2014-09-18,2014-09-22,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,3
STORM-501,2014-09-19,2014-09-23,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,5
STORM-486,2014-09-04,2014-09-23,4,0.9.3,4,0.9.3,4,0.9.3,,,3
STORM-485,2014-09-03,2014-09-23,4,0.9.3,4,0.9.3,4,0.9.3,,,3
STORM-480,2014-08-28,2014-09-23,4,0.9.3,4,0.9.3,4,0.9.3,,,3
STORM-427,2014-07-29,2014-09-23,4,0.9.3,4,0.9.3,4,0.9.3,7,0.10.0,4
STORM-398,2014-07-09,2014-09-23,4,0.9.3,4,0.9.3,4,0.9.3,,,0
STORM-493,2014-09-10,2014-09-24,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3|4,0.9.2-incubating|0.9.3,3
STORM-489,2014-09-05,2014-09-24,4,0.9.3,4,0.9.3,4,0.9.3,,,4
STORM-507,2014-09-24,2014-10-01,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,2
STORM-504,2014-09-22,2014-10-01,4,0.9.3,4,0.9.3,4,0.9.3,,,1
STORM-506,2014-09-24,2014-10-07,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,2
STORM-502,2014-09-22,2014-10-07,4,0.9.3,4,0.9.3,4,0.9.3,,,4
STORM-490,2014-09-08,2014-10-07,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,1
STORM-488,2014-09-05,2014-10-07,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,3
STORM-482,2014-08-29,2014-10-07,4,0.9.3,4,0.9.3,4,0.9.3,,,2
STORM-439,2014-08-05,2014-10-07,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,5
STORM-499,2014-09-17,2014-10-21,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,3
STORM-445,2014-08-08,2014-10-21,4,0.9.3,4,0.9.3,4,0.9.3,,,0
STORM-538,2014-10-20,2014-10-27,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,2
STORM-511,2014-09-27,2014-10-27,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,7
STORM-509,2014-09-25,2014-10-27,4,0.9.3,4,0.9.3,4,0.9.3,7,0.10.0,5
STORM-529,2014-10-11,2014-11-04,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,1
STORM-497,2014-09-13,2014-11-04,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,4
STORM-422,2014-07-24,2014-11-04,4,0.9.3,4,0.9.3,2,0.9.1-incubating,2,0.9.1-incubating,1
STORM-307,2014-05-05,2014-11-04,3,0.9.2-incubating,4,0.9.3,2,0.9.1-incubating,2,0.9.1-incubating,4
STORM-537,2014-10-20,2014-11-12,4,0.9.3,4,0.9.3,4,0.9.3,4,0.9.3,7
STORM-549,2014-11-06,2014-11-14,4,0.9.3,4,0.9.3,2,0.9.1-incubating,2|3,0.9.1-incubating|0.9.2-incubating,3
STORM-513,2014-10-01,2014-11-14,4,0.9.3,4,0.9.3,3,0.9.2-incubating,3,0.9.2-incubating,7
STORM-558,2014-11-17,2014-11-17,4,0.9.3,4,0.9.3,4,0.9.3,,,5
STORM-555,2014-11-13,2014-11-17,4,0.9.3,4,0.9.3,4,0.9.3,,,5
STORM-565,2014-11-20,2014-11-28,4,0.9.3,5,0.9.4,4,0.9.3,7,0.10.0,5
STORM-574,2014-11-25,2014-11-30,4,0.9.3,5,0.9.4,3,0.9.2-incubating,3,0.9.2-incubating,0
STORM-577,2014-11-28,2014-12-23,5,0.9.4,5,0.9.4,5,0.9.4,7,0.10.0,3
STORM-505,2014-09-23,2014-12-23,4,0.9.3,5,0.9.4,4,0.9.3,7,0.10.0,4
STORM-613,2014-12-29,2015-01-06,5,0.9.4,5,0.9.4,5,0.9.4,7,0.10.0,3
STORM-612,2014-12-29,2015-01-06,5,0.9.4,5,0.9.4,5,0.9.4,,,1
STORM-611,2014-12-29,2015-01-06,5,0.9.4,5,0.9.4,5,0.9.4,,,3
STORM-610,2014-12-29,2015-01-06,5,0.9.4,5,0.9.4,5,0.9.4,,,3
STORM-442,2014-08-07,2015-01-06,4,0.9.3,5,0.9.4,4,0.9.3,4,0.9.3,1
STORM-578,2014-11-30,2015-01-09,5,0.9.4,5,0.9.4,5,0.9.4,,,3
STORM-620,2015-01-09,2015-01-14,5,0.9.4,5,0.9.4,5,0.9.4,,,4
STORM-627,2015-01-14,2015-01-16,5,0.9.4,5,0.9.4,4,0.9.3,4,0.9.3,1
STORM-322,2014-05-16,2015-01-16,3,0.9.2-incubating,5,0.9.4,3,0.9.2-incubating,3,0.9.2-incubating,3
STORM-248,2014-02-26,2015-01-16,3,0.9.2-incubating,5,0.9.4,3,0.9.2-incubating,,,10
STORM-585,2014-12-05,2015-01-17,5,0.9.4,5,0.9.4,3,0.9.2-incubating,3|4|7,0.9.2-incubating|0.9.3|0.10.0,4
STORM-630,2015-01-19,2015-01-23,5,0.9.4,5,0.9.4,5,0.9.4,,,6
STORM-525,2014-10-09,2015-01-27,4,0.9.3,5,0.9.4,3,0.9.2-incubating,3,0.9.2-incubating,4
STORM-390,2014-07-07,2015-01-29,4,0.9.3,5,0.9.4,3,0.9.2-incubating,3,0.9.2-incubating,0
STORM-527,2014-10-11,2015-02-02,4,0.9.3,5,0.9.4,4,0.9.3,4,0.9.3,2
STORM-636,2015-01-22,2015-02-03,5,0.9.4,5,0.9.4,5,0.9.4,7,0.10.0,4
STORM-635,2015-01-22,2015-02-03,5,0.9.4,5,0.9.4,5,0.9.4,,,6
STORM-608,2014-12-26,2015-02-03,5,0.9.4,5,0.9.4,4,0.9.3,4,0.9.3,6
STORM-685,2015-02-23,2015-02-23,5,0.9.4,5,0.9.4,4,0.9.3,4,0.9.3,1
STORM-684,2015-02-23,2015-02-23,5,0.9.4,5,0.9.4,5,0.9.4,,,2
STORM-683,2015-02-20,2015-02-23,5,0.9.4,5,0.9.4,5,0.9.4,,,2
STORM-651,2015-02-02,2015-02-23,5,0.9.4,5,0.9.4,5,0.9.4,,,5
STORM-649,2015-02-02,2015-02-23,5,0.9.4,5,0.9.4,5,0.9.4,,,3
STORM-648,2015-02-02,2015-02-23,5,0.9.4,5,0.9.4,5,0.9.4,,,3
STORM-641,2015-01-30,2015-02-23,5,0.9.4,5,0.9.4,5,0.9.4,,,5
STORM-640,2015-01-30,2015-02-23,5,0.9.4,5,0.9.4,5,0.9.4,,,4
STORM-633,2015-01-20,2015-02-23,5,0.9.4,5,0.9.4,4,0.9.3,4,0.9.3,4
STORM-130,2013-12-15,2015-02-23,2,0.9.1-incubating,5,0.9.4,2,0.9.1-incubating,3|4|5,0.9.2-incubating|0.9.3|0.9.4,8
STORM-688,2015-02-24,2015-02-25,5,0.9.4,5,0.9.4,5,0.9.4,,,5
STORM-687,2015-02-24,2015-02-25,5,0.9.4,5,0.9.4,5,0.9.4,,,6
STORM-554,2014-11-13,2015-03-05,4,0.9.3,5,0.9.4,4,0.9.3,,,3
STORM-675,2015-02-18,2015-03-08,5,0.9.4,5,0.9.4,5,0.9.4,,,4
STORM-659,2015-02-06,2015-03-08,5,0.9.4,5,0.9.4,4,0.9.3,4,0.9.3,3
STORM-531,2014-10-14,2015-03-09,4,0.9.3,5,0.9.4,4,0.9.3,4,0.9.3,0
STORM-388,2014-07-03,2015-03-09,4,0.9.3,5,0.9.4,3,0.9.2-incubating,3,0.9.2-incubating,0
STORM-242,2014-02-17,2015-03-09,3,0.9.2-incubating,5,0.9.4,3,0.9.2-incubating,,,0
STORM-690,2015-02-26,2015-03-11,5,0.9.4,5,0.9.4,5,0.9.4,7,0.10.0,4
STORM-670,2015-02-12,2015-03-11,5,0.9.4,5,0.9.4,5,0.9.4,7,0.10.0,5
STORM-539,2014-10-22,2015-03-11,4,0.9.3,5,0.9.4,4,0.9.3,,,12
STORM-496,2014-09-12,2015-03-12,4,0.9.3,5,0.9.4,4,0.9.3,,,3
STORM-541,2014-10-24,2015-03-17,4,0.9.3,5,0.9.4,4,0.9.3,7,0.10.0,7
STORM-693,2015-02-26,2015-03-18,5,0.9.4,5,0.9.4,4,0.9.3,4,0.9.3,3
STORM-682,2015-02-20,2015-03-18,5,0.9.4,5,0.9.4,5,0.9.4,,,4
STORM-214,2014-02-05,2015-03-22,2,0.9.1-incubating,5,0.9.4,2,0.9.1-incubating,,,2
STORM-703,2015-03-11,2015-03-24,5,0.9.4,5,0.9.4,5,0.9.4,7,0.10.0,3
STORM-723,2015-03-25,2015-03-26,5,0.9.4,6,0.9.5,5,0.9.4,7,0.10.0,4
STORM-727,2015-03-26,2015-03-30,6,0.9.5,6,0.9.5,6,0.9.5,,,3
STORM-740,2015-03-31,2015-04-03,6,0.9.5,6,0.9.5,5,0.9.4,5|7,0.9.4|0.10.0,5
STORM-512,2014-10-01,2015-04-03,4,0.9.3,6,0.9.5,4,0.9.3,,,4
STORM-188,2014-01-02,2015-04-03,2,0.9.1-incubating,6,0.9.5,2,0.9.1-incubating,,,6
STORM-750,2015-04-03,2015-04-06,6,0.9.5,6,0.9.5,6,0.9.5,,,2
STORM-762,2015-04-07,2015-04-13,6,0.9.5,6,0.9.5,6,0.9.5,7,0.10.0,5
STORM-757,2015-04-06,2015-04-13,6,0.9.5,6,0.9.5,6,0.9.5,,,4
STORM-563,2014-11-20,2015-04-19,4,0.9.3,6,0.9.5,4,0.9.3,,,5
STORM-791,2015-04-17,2015-04-20,6,0.9.5,6,0.9.5,6,0.9.5,,,5
STORM-788,2015-04-16,2015-04-20,6,0.9.5,6,0.9.5,3,0.9.2-incubating,3,0.9.2-incubating,4
STORM-786,2015-04-16,2015-04-20,6,0.9.5,6,0.9.5,6,0.9.5,7,0.10.0,5
STORM-773,2015-04-15,2015-04-20,6,0.9.5,6,0.9.5,6,0.9.5,,,5
STORM-772,2015-04-15,2015-04-20,6,0.9.5,6,0.9.5,6,0.9.5,,,3
STORM-787,2015-04-16,2015-04-22,6,0.9.5,6,0.9.5,6,0.9.5,,,4
STORM-766,2015-04-09,2015-04-22,6,0.9.5,6,0.9.5,6,0.9.5,7,0.10.0,3
STORM-747,2015-04-02,2015-04-23,6,0.9.5,6,0.9.5,6,0.9.5,,,3
STORM-730,2015-03-26,2015-04-23,6,0.9.5,6,0.9.5,6,0.9.5,7,0.10.0,4
STORM-583,2014-12-03,2015-04-24,5,0.9.4,6,0.9.5,4,0.9.3,4,0.9.3,2
STORM-800,2015-04-24,2015-04-26,6,0.9.5,6,0.9.5,6,0.9.5,,,1
STORM-797,2015-04-23,2015-04-28,6,0.9.5,6,0.9.5,6,0.9.5,,,6
STORM-603,2014-12-23,2015-05-04,5,0.9.4,6,0.9.5,5,0.9.4,,,4
STORM-807,2015-05-01,2015-05-07,6,0.9.5,6,0.9.5,6,0.9.5,7,0.10.0,5
STORM-827,2015-05-19,2015-05-22,6,0.9.5,6,0.9.5,6,0.9.5,,,5
STORM-816,2015-05-12,2015-05-22,6,0.9.5,6,0.9.5,6,0.9.5,,,4
STORM-811,2015-05-06,2015-05-22,6,0.9.5,6,0.9.5,6,0.9.5,,,5
STORM-808,2015-05-04,2015-05-22,6,0.9.5,6,0.9.5,6,0.9.5,,,5
STORM-596,2014-12-17,2015-05-22,5,0.9.4,6,0.9.5,5,0.9.4,7,0.10.0,10
STORM-729,2015-03-26,2015-05-28,6,0.9.5,6,0.9.5,6,0.9.5,7,0.10.0,4
STORM-728,2015-03-26,2015-05-28,6,0.9.5,6,0.9.5,6,0.9.5,6,0.9.5,4
STORM-715,2015-03-23,2015-05-28,5,0.9.4,6,0.9.5,5,0.9.4,,,3
STORM-790,2015-04-17,2015-06-01,6,0.9.5,6,0.9.5,3,0.9.2-incubating,3|4|5|7|9,0.9.2-incubating|0.9.3|0.9.4|0.10.0|1.0.0,2
STORM-713,2015-03-19,2015-06-01,5,0.9.4,6,0.9.5,4,0.9.3,4|7,0.9.3|0.10.0,3
STORM-711,2015-03-18,2015-06-01,5,0.9.4,6,0.9.5,4,0.9.3,4,0.9.3,4
STORM-708,2015-03-16,2015-06-01,5,0.9.4,6,0.9.5,5,0.9.4,,,6
STORM-694,2015-02-27,2015-06-01,5,0.9.4,6,0.9.5,5,0.9.4,7,0.10.0,4
STORM-625,2015-01-14,2015-06-01,5,0.9.4,6,0.9.5,5,0.9.4,,,3
STORM-456,2014-08-14,2015-06-01,4,0.9.3,6,0.9.5,2,0.9.1-incubating,2,0.9.1-incubating,8
STORM-842,2015-06-01,2015-06-03,6,0.9.5,6,0.9.5,6,0.9.5,7,0.10.0,2
STORM-818,2015-05-13,2015-06-03,6,0.9.5,6,0.9.5,4,0.9.3,4,0.9.3,1
STORM-760,2015-04-07,2015-06-04,6,0.9.5,6,0.9.5,6,0.9.5,,,5
STORM-850,2015-06-04,2015-06-05,6,0.9.5,7,0.10.0,5,0.9.4,,,5
STORM-849,2015-06-04,2015-06-05,6,0.9.5,7,0.10.0,5,0.9.4,,,3
STORM-853,2015-06-06,2015-06-09,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-852,2015-06-05,2015-06-09,7,0.10.0,7,0.10.0,4,0.9.3,4|5|6|7,0.9.3|0.9.4|0.9.5|0.10.0,2
STORM-813,2015-05-11,2015-06-09,6,0.9.5,7,0.10.0,5,0.9.4,9,1.0.0,3
STORM-856,2015-06-08,2015-06-10,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,3
STORM-796,2015-04-23,2015-06-11,6,0.9.5,7,0.10.0,5,0.9.4,5,0.9.4,1
STORM-860,2015-06-10,2015-06-15,7,0.10.0,7,0.10.0,7,0.10.0,,,3
STORM-867,2015-06-15,2015-06-22,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,3
STORM-809,2015-05-04,2015-06-22,6,0.9.5,7,0.10.0,5,0.9.4,,,4
STORM-582,2014-12-03,2015-06-22,5,0.9.4,7,0.10.0,3,0.9.2-incubating,3,0.9.2-incubating,0
STORM-477,2014-08-27,2015-06-26,4,0.9.3,7,0.10.0,3,0.9.2-incubating,3,0.9.2-incubating,2
STORM-873,2015-06-18,2015-06-27,7,0.10.0,7,0.10.0,7,0.10.0,,,2
STORM-839,2015-05-28,2015-07-14,6,0.9.5,7,0.10.0,5,0.9.4,5,0.9.4,3
STORM-763,2015-04-08,2015-07-14,6,0.9.5,7,0.10.0,5,0.9.4,5,0.9.4,4
STORM-857,2015-06-09,2015-07-16,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-793,2015-04-21,2015-07-16,6,0.9.5,7,0.10.0,5,0.9.4,7,0.10.0,3
STORM-503,2014-09-22,2015-07-16,4,0.9.3,7,0.10.0,2,0.9.1-incubating,2|3|4,0.9.1-incubating|0.9.2-incubating|0.9.3,1
STORM-643,2015-02-01,2015-07-20,5,0.9.4,7,0.10.0,3,0.9.2-incubating,3|4|5|6|7,0.9.2-incubating|0.9.3|0.9.4|0.9.5|0.10.0,2
STORM-139,2013-12-15,2015-07-22,2,0.9.1-incubating,7,0.10.0,1,0.9.0.1,,,1
STORM-737,2015-03-30,2015-07-27,6,0.9.5,7,0.10.0,3,0.9.2-incubating,3,0.9.2-incubating,3
STORM-945,2015-07-17,2015-07-30,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,3
STORM-933,2015-07-10,2015-08-02,7,0.10.0,7,0.10.0,6,0.9.5,6,0.9.5,3
STORM-751,2015-04-03,2015-08-03,6,0.9.5,7,0.10.0,5,0.9.4,7,0.10.0,1
STORM-944,2015-07-17,2015-08-11,7,0.10.0,7,0.10.0,7,0.10.0,,,2
STORM-977,2015-08-10,2015-08-13,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,3
STORM-988,2015-08-13,2015-08-14,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-837,2015-05-26,2015-08-14,6,0.9.5,7,0.10.0,5,0.9.4,,,3
STORM-742,2015-03-31,2015-08-14,6,0.9.5,7,0.10.0,4,0.9.3,4|5|7|9,0.9.3|0.9.4|0.10.0|1.0.0,5
STORM-976,2015-08-10,2015-08-18,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,14
STORM-992,2015-08-14,2015-08-25,7,0.10.0,7,0.10.0,7,0.10.0,,,2
STORM-1001,2015-08-21,2015-09-01,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,6
STORM-994,2015-08-14,2015-09-01,7,0.10.0,7,0.10.0,4,0.9.3,4|5|6|7|9,0.9.3|0.9.4|0.9.5|0.10.0|1.0.0,4
STORM-1024,2015-09-01,2015-09-05,7,0.10.0,7,0.10.0,7,0.10.0,,,2
STORM-996,2015-08-17,2015-09-05,7,0.10.0,7,0.10.0,7,0.10.0,7|8,0.10.0|0.9.6,3
STORM-951,2015-07-17,2015-09-08,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-292,2014-04-22,2015-09-08,3,0.9.2-incubating,7,0.10.0,3,0.9.2-incubating,3,0.9.2-incubating,0
STORM-965,2015-07-28,2015-09-10,7,0.10.0,7,0.10.0,7,0.10.0,,,2
STORM-1027,2015-09-04,2015-09-16,7,0.10.0,7,0.10.0,6,0.9.5,6|7,0.9.5|0.10.0,4
STORM-1011,2015-08-26,2015-09-17,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-1050,2015-09-17,2015-09-19,7,0.10.0,7,0.10.0,6,0.9.5,6|7|9,0.9.5|0.10.0|1.0.0,2
STORM-1005,2015-08-25,2015-09-19,7,0.10.0,7,0.10.0,5,0.9.4,5,0.9.4,3
STORM-1051,2015-09-17,2015-09-20,7,0.10.0,7,0.10.0,7,0.10.0,7|8|9,0.10.0|0.9.6|1.0.0,3
STORM-1054,2015-09-19,2015-09-21,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-1026,2015-09-02,2015-09-21,7,0.10.0,7,0.10.0,7,0.10.0,7|8|9,0.10.0|0.9.6|1.0.0,4
STORM-1069,2015-09-25,2015-09-29,7,0.10.0,7,0.10.0,7,0.10.0,,,3
STORM-1063,2015-09-23,2015-09-30,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,4
STORM-1042,2015-09-10,2015-10-02,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,3
STORM-1012,2015-08-26,2015-10-02,7,0.10.0,7,0.10.0,7,0.10.0,,,5
STORM-967,2015-07-30,2015-10-02,7,0.10.0,7,0.10.0,7,0.10.0,,,1
STORM-922,2015-07-01,2015-10-02,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,1
STORM-1078,2015-09-30,2015-10-03,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,4
STORM-1096,2015-10-07,2015-10-09,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,5
STORM-1094,2015-10-07,2015-10-09,7,0.10.0,7,0.10.0,7,0.10.0,7|8|9,0.10.0|0.9.6|1.0.0,2
STORM-1090,2015-10-06,2015-10-09,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,2
STORM-1087,2015-10-05,2015-10-09,7,0.10.0,7,0.10.0,7,0.10.0,,,5
STORM-1044,2015-09-11,2015-10-09,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-745,2015-04-02,2015-10-09,6,0.9.5,7,0.10.0,5,0.9.4,5,0.9.4,2
STORM-548,2014-11-05,2015-10-09,4,0.9.3,7,0.10.0,3,0.9.2-incubating,,,6
STORM-546,2014-11-04,2015-10-09,4,0.9.3,7,0.10.0,3,0.9.2-incubating,,,2
STORM-543,2014-10-30,2015-10-09,4,0.9.3,7,0.10.0,3,0.9.2-incubating,3,0.9.2-incubating,0
STORM-492,2014-09-08,2015-10-09,4,0.9.3,7,0.10.0,3,0.9.2-incubating,,,6
STORM-319,2014-05-14,2015-10-09,3,0.9.2-incubating,7,0.10.0,2,0.9.1-incubating,,,0
STORM-195,2014-01-15,2015-10-09,2,0.9.1-incubating,7,0.10.0,1,0.9.0.1,,,1
STORM-156,2013-12-15,2015-10-09,2,0.9.1-incubating,7,0.10.0,1,0.9.0.1,,,1
STORM-149,2013-12-15,2015-10-09,2,0.9.1-incubating,7,0.10.0,1,0.9.0.1,,,0
STORM-134,2013-12-15,2015-10-09,2,0.9.1-incubating,7,0.10.0,1,0.9.0.1,,,0
STORM-75,2013-12-14,2015-10-09,2,0.9.1-incubating,7,0.10.0,1,0.9.0.1,,,0
STORM-1099,2015-10-08,2015-10-10,7,0.10.0,7,0.10.0,7,0.10.0,,,3
STORM-1104,2015-10-09,2015-10-12,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,3
STORM-1106,2015-10-12,2015-10-15,7,0.10.0,7,0.10.0,7,0.10.0,7,0.10.0,1
STORM-1117,2015-10-16,2015-10-20,7,0.10.0,7,0.10.0,7,0.10.0,,,3
STORM-1110,2015-10-14,2015-10-20,7,0.10.0,7,0.10.0,7,0.10.0,,,2
STORM-1103,2015-10-09,2015-10-20,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,2
STORM-1115,2015-10-15,2015-10-21,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,3
STORM-1017,2015-08-28,2015-10-21,7,0.10.0,7,0.10.0,7,0.10.0,,,5
STORM-1121,2015-10-21,2015-10-24,7,0.10.0,7,0.10.0,7,0.10.0,,,3
STORM-1111,2015-10-14,2015-10-24,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-566,2014-11-20,2015-10-26,4,0.9.3,7,0.10.0,3,0.9.2-incubating,,,5
STORM-1073,2015-09-28,2015-10-28,7,0.10.0,7,0.10.0,7,0.10.0,,,3
STORM-1142,2015-10-29,2015-10-29,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,3
STORM-1170,2015-11-04,2015-11-05,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-1168,2015-11-04,2015-11-05,7,0.10.0,7,0.10.0,7,0.10.0,9,1.0.0,4
STORM-1163,2015-11-03,2015-11-05,7,0.10.0,7,0.10.0,7,0.10.0,,,4
STORM-1148,2015-10-29,2015-11-05,7,0.10.0,7,0.10.0,4,0.9.3,4|5|6|7|8,0.9.3|0.9.4|0.9.5|0.10.0|0.9.6,0
STORM-1180,2015-11-05,2015-11-06,7,0.10.0,9,1.0.0,7,0.10.0,7,0.10.0,4
STORM-1161,2015-11-03,2015-11-06,7,0.10.0,9,1.0.0,6,0.9.5,,,7
STORM-1134,2015-10-27,2015-11-06,7,0.10.0,9,1.0.0,7,0.10.0,7,0.10.0,5
STORM-1177,2015-11-05,2015-11-09,7,0.10.0,9,1.0.0,6,0.9.5,9,1.0.0,0
STORM-1189,2015-11-08,2015-11-10,9,1.0.0,9,1.0.0,7,0.10.0,7,0.10.0,5
STORM-1185,2015-11-06,2015-11-10,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,2
STORM-1191,2015-11-09,2015-11-12,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-794,2015-04-22,2015-11-12,6,0.9.5,9,1.0.0,4,0.9.3,4,0.9.3,5
STORM-1190,2015-11-09,2015-11-13,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,5
STORM-1208,2015-11-16,2015-11-18,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,2
STORM-1204,2015-11-13,2015-11-18,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1221,2015-11-19,2015-11-21,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1213,2015-11-17,2015-11-23,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,3
STORM-1349,2015-11-24,2015-11-24,9,1.0.0,9,1.0.0,9,1.0.0,,,1
STORM-1217,2015-11-18,2015-11-24,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1203,2015-11-13,2015-11-24,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1120,2015-10-21,2015-11-25,7,0.10.0,9,1.0.0,6,0.9.5,9,1.0.0,2
STORM-1220,2015-11-19,2015-11-26,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-874,2015-06-18,2015-11-30,7,0.10.0,9,1.0.0,3,0.9.2-incubating,3|7,0.9.2-incubating|0.10.0,0
STORM-1361,2015-12-02,2015-12-02,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1223,2015-11-21,2015-12-02,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1375,2015-12-05,2015-12-07,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,2
STORM-1378,2015-12-07,2015-12-10,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1370,2015-12-04,2015-12-10,9,1.0.0,9,1.0.0,9,1.0.0,,,5
STORM-1385,2015-12-10,2015-12-11,9,1.0.0,9,1.0.0,9,1.0.0,,,1
STORM-1359,2015-12-01,2015-12-11,9,1.0.0,9,1.0.0,9,1.0.0,,,1
STORM-1395,2015-12-16,2015-12-17,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,3
STORM-1388,2015-12-11,2015-12-17,9,1.0.0,9,1.0.0,9,1.0.0,,,1
STORM-1377,2015-12-07,2015-12-17,9,1.0.0,9,1.0.0,7,0.10.0,7|9,0.10.0|1.0.0,4
STORM-1376,2015-12-07,2015-12-17,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,1
STORM-1400,2015-12-17,2015-12-18,9,1.0.0,9,1.0.0,7,0.10.0,7,0.10.0,4
STORM-1179,2015-11-05,2015-12-18,7,0.10.0,9,1.0.0,6,0.9.5,9,1.0.0,6
STORM-1402,2015-12-18,2015-12-21,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,1
STORM-1399,2015-12-17,2015-12-21,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,3
STORM-1398,2015-12-17,2015-12-21,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,2
STORM-1411,2015-12-23,2015-12-25,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1409,2015-12-22,2015-12-28,9,1.0.0,9,1.0.0,9,1.0.0,,,4
